geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABAT,0.7203428155110893,-0.7572379930877949,0.3237523204822523,-2.3389422876099686,0.01933842054469648,0.0975549718816447
ABCA1,1.9653435806562476,0.3873668787995633,0.19724954100682235,1.9638417246616826,0.04954844966661872,0.1930567164247577
ABCA10,0.055178032177965596,-0.29625803551997315,2.9512537607714653,-0.10038378924167149,0.9200396390658755,
ABCA12,0.0,,,,,
ABCA13,0.0,,,,,
ABCA2,3.6707742070361533,0.033778217912552935,0.14332402649881973,0.23567728829353743,0.8136830948266309,0.9370924631755758
ABCA3,3.2826926533474414,0.061824833168060145,0.15154307607341136,0.40796870942563296,0.683296647450232,0.8825067768835001
ABCA4,0.191469395819848,1.0704008276990047,0.7249139898821964,1.476590109501063,0.13978554453356237,0.392871258858272
ABCA5,2.4207922143000222,-0.3813410858690591,0.17596642768390755,-2.1671240979789093,0.030225392903603526,0.13505560814516168
ABCA6,0.1972098283085659,-0.1798720182117383,0.7072571577322401,-0.2543233620830118,0.7992457526885224,0.9318533117133905
ABCA7,2.4313438625091557,-0.38102000756668886,0.17587017906903374,-2.166484446559461,0.030274187115836813,0.13518116640373787
ABCA8,2.8235920244244137,0.09146599240585448,0.1623525841940525,0.5633787282161733,0.573177018898831,0.8272558822589682
ABCA9,0.3314546120941015,0.7154120351571687,0.6311462521298772,1.1335122925041963,0.2569991820005162,0.560490678332784
ABCB1,1.7569341160867278,-1.1385465924241203,0.21888131306157652,-5.201661925811913,1.9751427614368953e-07,5.314714142474398e-06
ABCB10,1.5900388120739555,-0.09243537814641668,0.21514952120300274,-0.42963320405998007,0.6674624795714487,0.8744483615606913
ABCB11,0.0,,,,,
ABCB4,0.008298608408289023,-0.02405253472453509,2.957504252289179,-0.008132713488380567,0.9935111050006318,
ABCB5,0.0,,,,,
ABCB6,0.8833026325389567,0.08113565914746224,0.29001467490741284,0.2797639780585751,0.7796585898738964,0.9230488092364838
ABCB7,1.0978596577937252,-0.08882242258585632,0.2582187766660919,-0.343981269420676,0.7308603723723277,0.9026274697004008
ABCB8,3.4239111564229265,-0.02375307065469444,0.14798068593729619,-0.16051466787199054,0.872475668144234,0.9570379734246051
ABCB9,0.2238099491249803,0.6442567658014519,0.5801852165159714,1.1104329229038823,0.2668125177616565,0.5719718951506256
ABCC1,1.0093729455333176,-1.7005922543518366,0.308219586686781,-5.517469777415583,3.43915204852067e-08,1.0588181158077138e-06
ABCC10,3.0854214408825245,0.052977880894209156,0.1559062903775413,0.3398059229420338,0.7340026871983878,0.9035954041549517
ABCC11,0.0,,,,,
ABCC12,0.0,,,,,
ABCC2,0.0,,,,,
ABCC3,0.08224310164632559,0.42367603454860686,1.4615519565354205,0.28988092599384724,0.7719073342595526,
ABCC4,0.27939425656002564,-0.620095868991773,0.5263540902490172,-1.178096419272446,0.2387581694054518,0.5379168854240337
ABCC5,1.2960880770585705,0.16748605605695732,0.2402643887069703,0.69709063818536,0.48574607260257574,0.7710615436235227
ABCC6,0.05962669648453787,-0.1423246961061229,1.7756096136430415,-0.08015539846853692,0.9361136628359255,
ABCC8,0.0,,,,,
ABCC9,2.0684892732601066,3.688452421914554,0.38035970562968685,9.697274362457264,3.0966027419582785e-22,1.1903340940087622e-19
ABCD1,2.3028562490425846,-0.05862504832557406,0.1803802557299338,-0.3250081229142272,0.7451749239578735,0.9086992803091927
ABCD2,0.0,,,,,
ABCD3,2.850711980045543,-0.5066469226067186,0.16251057246110998,-3.1176243793489995,0.001823149996505582,0.014901980591121569
ABCD4,3.8261069177654314,-0.08923155355087574,0.13991156067859553,-0.6377711256888787,0.5236226780532778,0.793782480059583
ABCE1,3.351244573218957,-0.13447966004776868,0.1490819721135179,-0.9020517916503656,0.3670293560110981,0.6741617614034631
ABCF1,4.436018264821427,0.056221126242030135,0.1302223025998332,0.43173193162460755,0.6659362566563701,0.8733490163594145
ABCF2,2.2988645444679716,-0.1356285524795919,0.18138628127396295,-0.7477332438098816,0.4546210749924303,0.7479178213436241
ABCF2-H2BE1,0.0,,,,,
ABCF3,5.382361004992531,0.04394710658229028,0.11825364136282293,0.3716342776071719,0.7101651642741988,0.8943220431267983
ABCG1,2.53137778252258,0.3535406028338017,0.1743207898730414,2.0281034929413,0.04254968650661836,0.1733162223009517
ABCG2,1.8397393379367721,0.15570526571968124,0.20399269162500694,0.7632884515583975,0.445291387814313,0.7401424907614537
ABCG4,0.42475038718225483,0.6771519097077809,0.44145400993786427,1.5339126941062144,0.12505113263824835,0.3653502580922895
ABCG5,0.0,,,,,
ABCG8,0.0,,,,,
ABHD1,0.06551601845765885,-0.35070318768743985,1.775797853896833,-0.19749048965108973,0.8434437230476064,
ABHD10,3.811936004970068,-0.12218204650093455,0.14040695136625336,-0.8701994118668746,0.38419143729648464,0.688820841869257
ABHD11,4.285091560354251,0.03646310443258386,0.1327154058954588,0.2747465841403989,0.7835109388761837,0.9249783574639241
ABHD12,2.2070899290578616,0.2260077279655797,0.18553855597587307,1.2181173167854618,0.2231793941842385,0.5192166735846874
ABHD12B,0.0,,,,,
ABHD13,3.2201038720341333,0.009940297259898574,0.15230172987694002,0.06526713299927943,0.9479613105952491,0.9814910363494572
ABHD14A,1.8693871437211644,-0.5616825344467601,0.20223772652364183,-2.7773380570568205,0.005480614343688099,0.03628749280510812
ABHD14A-ACY1,0.0,,,,,
ABHD14B,4.217992273752853,-0.06218641475697592,0.13396826270120574,-0.4641876628322974,0.6425132994458438,0.8641781396325484
ABHD15,3.805637986360958,-0.06191728674220049,0.14028431713034742,-0.44136998353614293,0.6589451689746442,0.8706981244730763
ABHD16A,0.804140326218229,0.16792449342597346,0.3027844764771312,0.554600735743652,0.5791677856761507,0.829478751169569
ABHD16B,0.06014283761101728,-0.038134974369703194,2.0062769259026347,-0.019007831808934384,0.9848348576592444,
ABHD17A,4.741282027275718,-0.013480211301605174,0.12608093882585514,-0.1069171234537224,0.914854728507501,0.9700799255446448
ABHD17B,1.3764438547169096,-0.022173702918362816,0.23045217312746832,-0.09621824180455021,0.9233472431677128,0.9737419743269415
ABHD17C,1.6610921987698446,-0.8706541213703104,0.21730164900505042,-4.006661363854055,6.158305755791767e-05,0.0008268846870102039
ABHD18,0.7110399195574171,-0.02877017823668674,0.3203239515246963,-0.08981588201489397,0.9284335271770944,0.9748801741487416
ABHD2,3.1658543576034734,0.1985704193671158,0.1544121430043222,1.2859767082020066,0.19845119058960625,0.48421514657101244
ABHD3,1.878104708040927,-1.0632627135631445,0.20776705999168338,-5.117571156879754,3.094953142125658e-07,7.739683935717212e-06
ABHD4,5.093760977659091,-0.2830561336976767,0.12151163771748923,-2.329456988768215,0.019834869037157622,0.09961117134226154
ABHD5,2.180539235419808,-0.624534807739517,0.18663612883654462,-3.3462696190322436,0.0008190671083972986,0.007695341394118194
ABHD6,1.4272659599461421,0.34603570040209536,0.23050133497695402,1.5012307865231787,0.1332958797113235,0.3813908168452717
ABHD8,2.5047391269016464,0.17415850770764685,0.17379109016731475,1.0021141333538928,0.316288472605998,0.6224653557758448
ABI1,1.897462861369122,-0.13609631682635043,0.1974608342742287,-0.6892319549169089,0.49067731068198883,0.7740148361959758
ABI2,2.265006022429833,0.041961845900062675,0.18101324048933837,0.2318164449552198,0.8166805837194059,0.9378178125816304
ABI3,2.7399392202048563,0.02846708212004444,0.16509621080018025,0.17242722883869702,0.8631016672314844,0.954477217732401
ABI3BP,1.976042426315354,2.5388833525855667,0.2835363724119188,8.95434801182087,3.4174922035264563e-19,7.537531164958187e-17
ABITRAM,3.017429097195761,0.10981521349255256,0.15798842842325814,0.6950839032232958,0.48700272181197646,0.7719624178036139
ABL1,3.064867356931178,-0.34325365134748853,0.1560402456003164,-2.1997764104185213,0.027822762427844382,0.12697674548989765
ABL2,1.4411099186489782,-0.09837860760152177,0.22592755973451792,-0.43544314698536174,0.6632407976227881,0.8721389908391189
ABLIM1,4.175435030163845,-0.3741121635679592,0.1343066750659969,-2.7855068512724657,0.005344411055930127,0.03559589423093264
ABLIM2,0.0,,,,,
ABLIM3,2.694596864496454,0.4177011196940206,0.17000484773726926,2.4569953460359484,0.014010450168211248,0.07650024211165346
ABO,1.4927826100081816,-2.2227925779582485,0.2821528405499578,-7.877973419036632,3.3273347737330175e-15,3.4172490111300775e-13
ABR,2.1177931173330076,0.4272999786655932,0.19138051825874453,2.2327245351477627,0.025567115457291765,0.12006281722946018
ABRA,0.01654648637648048,0.02569527022252874,2.9564183626379736,0.008691351179269901,0.9930653923878853,
ABRACL,2.67906868468012,-0.2025700713210389,0.16744923187111146,-1.2097402242905513,0.22637858977041503,0.5226553923930372
ABRAXAS1,1.472054953151037,-0.45953330735721776,0.22465901636874508,-2.0454701297318985,0.04080853114313209,0.16851994413741533
ABRAXAS2,2.138583133932229,-0.07297460771431626,0.18600193449245372,-0.3923325201613798,0.6948125382063415,0.887160281771673
ABT1,5.441790475347202,0.1457409212388223,0.11808706791513782,1.234181894867249,0.2171351323682772,0.5100097889111036
ABTB1,4.2525228250147595,0.5152738877473672,0.1363905803244711,3.777928699485979,0.00015813813616797465,0.0018649261017497786
ABTB2,0.13723117496377255,-0.7364870246415073,1.0135535725413973,-0.7266384773276761,0.46744745080821426,0.7560583154192541
ACAA1,3.471535043983817,-0.004072016256684471,0.14707868021970955,-0.027685972233376027,0.9779126119521077,0.992080218595699
ACAA2,1.2829815739298858,0.4067413617054075,0.2440878417042696,1.6663728879958086,0.0956391673794625,0.30483993317301317
ACACA,1.0783477714524659,0.23923061842272764,0.26307344092410856,0.909368188527024,0.3631558078274252,0.6701273129214345
ACACB,1.169756455498239,0.3560686061241084,0.2541266598500772,1.4011462092728566,0.16117035577215366,0.42760519947910774
ACAD10,1.5989228863757001,0.434997299427147,0.21950259318487444,1.9817410496867056,0.04750823031587412,0.1878271321392214
ACAD11,0.0,,,,,
ACAD8,3.749169933965175,-0.0336055602740331,0.14104449247807962,-0.23826212341652328,0.8116777966072041,0.9368576893967342
ACAD9,3.020125294399034,-0.008941025274876913,0.15738110668382427,-0.05681130005547151,0.9546955123352198,0.9834971993076604
ACADL,3.3252488201593087,-0.9645754124054139,0.1565556940984122,-6.161228551668481,7.218272114592879e-10,3.0159823922277207e-08
ACADM,2.454115761296307,-0.3471823052824099,0.1740636308415149,-1.9945712013701453,0.04608966714042131,0.1834817634647296
ACADS,3.111547859080338,-0.1205161933614347,0.15517177926903153,-0.7766630886695437,0.43735756943763826,0.7341674190899286
ACADSB,2.188464418042023,0.062399078111888336,0.18436827266539146,0.33844802692888454,0.735025586941634,0.9039336605770333
ACADVL,7.773805578967527,-0.08371984592317178,0.0985614951296813,-0.8494173694607435,0.3956490914181634,0.6989479330414621
ACAN,0.5686918180646233,-0.6294271451535753,0.44601508446796856,-1.4112238959460102,0.1581786063071131,0.4233409527065645
ACAP1,1.1963392514444324,0.5062402373353834,0.2561627732858789,1.9762443654153323,0.04812710733745448,0.18921744655701714
ACAP2,1.6577938568763937,-0.08262933064206705,0.21012601801529318,-0.39323702710652997,0.6941444243099562,0.887160281771673
ACAP3,3.901797941129852,-0.04501482876072673,0.13893258795088825,-0.3240048243874877,0.7459343817609139,0.9090399612510267
ACAT1,3.9435942876067673,-0.28662609334274713,0.1376576983652574,-2.082165376484945,0.03732736663632868,0.15774900126641028
ACAT2,3.0143601685154584,-0.37179510969038454,0.15764802435403166,-2.358387370941235,0.01835452859059457,0.09364758952972255
ACBD3,3.401604468988574,-0.12066867083863826,0.1479422609282284,-0.8156470644799633,0.4147020230904741,0.7145061231575158
ACBD4,3.5011356583470286,-0.027425054518115895,0.1464649807669014,-0.18724649656536527,0.8514673704875506,0.9495943368192676
ACBD5,2.003169377597527,-0.10223869508225142,0.19195314015175594,-0.5326231964813011,0.5942944414964131,0.8371126359809538
ACBD6,0.8336399150301695,0.06584144287381226,0.29631036348393447,0.22220432015831973,0.8241548311825931,0.9401175213189922
ACBD7,1.069361677651411,-0.08532600640746758,0.26968019892473344,-0.31639700188474607,0.7517011923215411,0.910038977397043
ACCS,2.8035583343121426,0.0970427839927865,0.16387472507537776,0.5921766394918409,0.5537323106948548,0.8158043200295153
ACCSL,0.0,,,,,
ACD,5.167532489369348,0.07037806720359858,0.12105063841031659,0.5813936062447118,0.5609752056612887,0.8200087371758993
ACE,1.9129504243932423,0.9671504715636647,0.21255372019993218,4.550146055566302,5.360869158594164e-06,9.866639351535688e-05
ACE2,0.0,,,,,
ACER1,0.0,,,,,
ACER2,0.11384749388850142,0.6226680567617403,1.0147870909384757,0.6135947750240855,0.5394831371145248,0.8059170438249866
ACER3,1.0859646111256853,-0.2257322748697229,0.2600655988777498,-0.8679820623866283,0.3854041524779309,0.6893563337923175
ACHE,4.033341320711759,0.17380076649235485,0.13772781342475518,1.2619148026139788,0.20697944491440923,0.49585139812650675
ACIN1,4.7593502374879675,-0.11677783152778977,0.12548877601095448,-0.9305838756256233,0.3520688584877618,0.658978077642508
ACKR1,2.251000767254075,0.2901941827633592,0.19464659234482257,1.4908772831186845,0.13599371658941187,0.3860855587663953
ACKR2,0.03288732488147061,0.12519025708905768,2.7193496357314073,0.046036837427632205,0.9632808890014272,
ACKR3,5.546546533369257,-0.5975386875898047,0.1177136913170694,-5.076203803517603,3.8505028167048305e-07,9.436186684143314e-06
ACKR4,0.3882573359290844,-1.4054912169341303,0.4615878843020246,-3.0449049135234545,0.002327538843679568,0.01833413794078742
ACLY,4.023593293689374,-0.05067204514933129,0.1364099478743688,-0.37146884035172684,0.7102883601244663,0.8943220431267983
ACMSD,0.0,,,,,
ACO1,2.3998576753837635,0.09325680213147765,0.17660679814766098,0.5280476352530077,0.597466274190509,0.8384595027598944
ACO2,3.285808377907439,-0.1870895575828807,0.15080740388488284,-1.240586024050208,0.21475871750845155,0.5069303087157156
ACOD1,0.0,,,,,
ACOT1,1.3017161445266132,-0.852402962418151,0.24528570305189293,-3.475143279092037,0.0005105805625197379,0.005118741347347655
ACOT11,0.2770329229084522,-1.3863020261041454,0.5188001904660019,-2.672130912016295,0.007537123792689164,0.04673016751467282
ACOT12,0.0,,,,,
ACOT13,1.9980358362370771,0.027740583229858576,0.19398310678226321,0.1430051497267546,0.8862861141043396,0.9601518489303279
ACOT2,2.8068564826527425,-0.3927596974829106,0.163290420868109,-2.405283147626558,0.016159939563813994,0.08522768596297667
ACOT4,0.09101519547102926,0.160855905670222,1.2362138051638507,0.13011981018032862,0.8964716371080838,
ACOT6,0.0,,,,,
ACOT7,0.3181012704121769,0.67006397984317,0.47278865681208815,1.4172590018577578,0.15640721704749297,0.4201043517981574
ACOT8,3.5208371848812625,0.21884349136071557,0.14700073950185374,1.4887237445356925,0.13656012971638049,0.3873666424634584
ACOT9,2.8357435066596817,-0.17564868734918554,0.16231718254360625,-1.082132431062853,0.27919368704399816,0.5851817868770971
ACOX1,4.657361778934447,-0.08764955485205089,0.12683085353082424,-0.6910743909071703,0.4895187928280543,0.773129299761274
ACOX2,2.038080783709395,-0.2646176362404936,0.19066010633707134,-1.3879024895363872,0.16516673967774487,0.43409910443922245
ACOX3,1.2096015328288685,0.08703561906078482,0.24702696380065306,0.35233246493294235,0.724588943648576,0.8994357297494416
ACOXL,0.0,,,,,
ACP1,4.638678607165036,0.012146304398943935,0.12731207824468904,0.09540575070653698,0.9239925485132061,0.9737419743269415
ACP2,5.234500434666195,0.07019904830581465,0.11992688349116204,0.5853487246751304,0.5583132586763087,0.8185090258603341
ACP3,0.09635819667444988,-0.6726588531201193,1.2352079771477507,-0.5445713317633947,0.5860483762971784,0.832396569177909
ACP4,0.0,,,,,
ACP5,2.0214796935927493,0.23790231693998265,0.1947871926254594,1.2213447595470295,0.22195551305187922,0.516999562430745
ACP6,1.7688897397763206,0.09705968202561868,0.2052724943114972,0.47283335427459866,0.6363320757192457,0.8594153559864726
ACP7,0.0,,,,,
ACR,0.17444422892346,0.7625258358321393,0.7452827737568594,1.0231362681152016,0.30624342100416735,0.6138556296469111
ACRBP,1.494433452652045,0.29143366110538776,0.22578314662953983,1.2907680021997652,0.1967841363569076,0.48204992756283355
ACRV1,0.0,,,,,
ACSBG1,0.008837550506763178,-0.02405731674198317,0.6320889854223675,-0.03806001575222492,0.9696398310029635,
ACSBG2,0.0,,,,,
ACSF2,2.5589631770886854,0.25567130871646015,0.17241700751845415,1.482865944585514,0.1381100311098622,0.38970896781713216
ACSF3,1.4096944630424795,0.3752191109216375,0.23299656748936703,1.6104061744976603,0.10730921352099534,0.3299972934197649
ACSL1,2.3043457005885446,0.3146257585393509,0.18167486926102874,1.7318067150349759,0.0833079821594618,0.2783276861120931
ACSL3,3.8889250621968894,0.09867038787156221,0.13913683355795783,0.7091607976723201,0.4782246978130562,0.7645003664896457
ACSL4,1.542897532165202,0.15595147633024517,0.21987793815053464,0.7092638654064347,0.47816074765712246,0.7645003664896457
ACSL5,2.6042873252651746,0.010657058490797212,0.1693469991822799,0.06293030607130086,0.9498220019100627,0.9815581237958356
ACSL6,0.048946774540186436,0.22468514398214967,2.3072053626802265,0.09738411136542184,0.9224213620450818,
ACSM1,0.0,,,,,
ACSM2A,0.0,,,,,
ACSM2B,0.0,,,,,
ACSM3,0.0,,,,,
ACSM4,0.0,,,,,
ACSM5,0.1657197768949181,0.0876413516708368,0.7694988545191125,0.1138940638522549,0.9093217713065932,0.9681835346988757
ACSM6,0.0,,,,,
ACSS1,2.292046377059064,-0.024879334324543253,0.18073969413689825,-0.13765285176204192,0.8905147834065915,0.9618646351920587
ACSS2,2.2728033227962645,0.2449098026790091,0.18249615908174527,1.341999765426882,0.179596071715716,0.4577938357448855
ACSS3,0.9003908418238014,1.184282668624318,0.31672627621282023,3.739136148680491,0.00018465370446602787,0.0021361401030833525
ACTA1,0.44282116114557574,-0.08438208725709757,0.5286210006861676,-0.15962681608859056,0.8731750536583965,0.9570379734246051
ACTA2,3.9381063000668304,0.40115592730032107,0.14098957607889098,2.8452878464990454,0.004437130610413974,0.030915150301662146
ACTB,9.162830014594459,-0.12400134845845462,0.09085752838999253,-1.3647889245478606,0.17231940082244745,0.44515845212465593
ACTBL2,0.0,,,,,
ACTC1,1.0956532784269466,-1.15254857389719,0.3263886783804388,-3.5312149294399813,0.00041365547814904897,0.004271159480443058
ACTG1,10.668137231767135,-0.11594635229811366,0.084185132010302,-1.37727826196109,0.16842623337022722,0.4398515885817798
ACTG2,1.6548124021143353,0.91242153091479,0.23682713613296544,3.8526899654037763,0.00011682727631245137,0.0014348617921555338
ACTL10,1.841897243363949,-0.06349935126901955,0.20292689813957854,-0.312917370004557,0.7543434404725142,0.911364427671406
ACTL6A,2.9758009791144606,-0.37353824532140223,0.15853812836560097,-2.356141384866073,0.018465887885720757,0.09403484315461282
ACTL6B,0.01664102250194595,0.025695270222528082,2.9564183626379736,0.008691351179269677,0.9930653923878854,
ACTL7A,0.0,,,,,
ACTL7B,0.02465239447968524,0.07544307516959126,2.95536885694597,0.025527465037833853,0.9796342416899574,
ACTL8,0.0,,,,,
ACTL9,0.0,,,,,
ACTN1,3.3231497856741945,-0.07310093487916733,0.14967783757931402,-0.48838850200806294,0.6252746845326025,0.8529602224286538
ACTN2,0.008342414093656927,-0.02405253472453509,2.957504252289179,-0.008132713488380567,0.9935111050006318,
ACTN3,0.0,,,,,
ACTN4,4.957958472162621,0.045357615728865756,0.12341988121696748,0.36750655795178394,0.7132412010290508,0.8953948976994354
ACTR10,3.7069180283444916,-0.216406253159471,0.14195253448040368,-1.524497283205222,0.12738453500804242,0.3693608623133198
ACTR1A,4.624008554165481,-0.16944099996927905,0.12734477480073797,-1.330568923887226,0.1833308934925787,0.462318296024782
ACTR1B,5.629870291034234,-0.11626102760883235,0.11552026629581222,-1.006412392706257,0.31421723471778884,0.6212030750086763
ACTR2,5.2215849633379445,-0.1636191350541988,0.11980777444322453,-1.3656804478221567,0.17203928383012146,0.4448687101134603
ACTR3,3.8017187452706582,-0.2763856747406514,0.14017555018526456,-1.9717110036333954,0.0486426067875329,0.19057589741393932
ACTR3B,0.08331724740452301,0.31948661789402966,1.33828790789983,0.23872786715632716,0.8113166065566161,
ACTR3C,0.0,,,,,
ACTR5,1.8317553354234273,0.4110472405435983,0.20516365276209766,2.0035090768257953,0.0451226743145268,0.1809479762228446
ACTR6,2.039232199498068,0.19430226720899252,0.19201770674136215,1.011897655202744,0.3115869905299584,0.6186675576431613
ACTR8,3.6535703078949857,-0.133020423350924,0.14301095694389146,-0.9301414814188881,0.35229783573566986,0.6590399168503479
ACTRT1,0.016200227500735676,0.02569527022252874,2.9564183626379736,0.008691351179269901,0.9930653923878853,
ACTRT2,0.0,,,,,
ACTRT3,1.977715393427906,-1.1832465916910175,0.20693510543153526,-5.717959691873045,1.0781070763644764e-08,3.6536152658457594e-07
ACVR1,1.9959761472016573,-0.1144585864374174,0.1923215156166821,-0.5951418699587722,0.5517486429781584,0.8148437148878312
ACVR1B,3.010342041953328,0.30592874457210273,0.1592484038741467,1.9210788750754249,0.05472176440057035,0.20844468240239902
ACVR1C,0.0,,,,,
ACVR2A,0.9252171036382925,-0.3375018401035963,0.28139316232044087,-1.1993960241267725,0.23037399283776616,0.5276717986929561
ACVR2B,1.7955496085815086,0.6129847946943474,0.21018608524370178,2.9163909398836645,0.0035410649636535784,0.025724345583690734
ACVRL1,3.2229976529408964,0.5468442457798,0.15653303341284713,3.4934750439386733,0.0004767775447398075,0.004819357691156552
ACY1,0.17284677198077256,0.08764132828760134,0.7297838138786287,0.12009217883554907,0.9044101279373762,0.9663698263299022
ACY3,0.13589541495290947,0.3054067546809227,1.0848028516071035,0.2815320352711754,0.7783023606772637,0.9222547085213938
ACYP1,2.573691897787279,-0.22253237625420283,0.1708615041603905,-1.3024137727671414,0.19277497691288203,0.4758016032628719
ACYP2,0.0,,,,,
ADA,0.8771982578697122,0.4893644868295882,0.29693374620840773,1.6480595185907898,0.09934045824040073,0.3126377836646436
ADA2,1.7081287081774,0.07641391928764306,0.20870351951635485,0.3661362274326905,0.7142634259820512,0.8959422597972292
ADAD1,0.0,,,,,
ADAD2,0.25411641100491345,1.1044468449862888,0.6877102119104316,1.6059770901440875,0.1082789437615235,0.33171583585688313
ADAL,2.2666603101888487,-0.02344715598684225,0.18142843215713947,-0.12923639204760426,0.8971706009659729,0.9646312430696191
ADAM10,2.4994331867604997,0.01978772910094461,0.172491452479414,0.1147171573809211,0.908669314088448,0.9681835346988757
ADAM11,0.17388730602650773,0.5541470315235348,0.7404955886584249,0.7483461616935456,0.45425138754541705,0.7478373589235977
ADAM12,0.4586903062653691,1.0603295458804127,0.43212428539730274,2.4537606001605003,0.014137106325721831,0.07703549149706826
ADAM15,5.748968311839694,-0.140277830228239,0.11435713454939804,-1.2266644383927283,0.2199487388868906,0.5143734282955373
ADAM17,2.6220453058542144,0.08686314161876332,0.16875146460961604,0.5147400754103651,0.606734665073972,0.8438351530521637
ADAM18,0.0,,,,,
ADAM19,0.6356020715141418,-0.28028169864814684,0.34135705513394143,-0.8210807259810995,0.4116002878035935,0.712196524800734
ADAM2,0.0,,,,,
ADAM20,0.008849036731655397,-0.0240525347245377,2.9575042522891777,-0.008132713488381453,0.9935111050006311,
ADAM21,0.0,,,,,
ADAM22,0.12073894970461439,-0.5234148184253327,1.1540193155152747,-0.4535581089399926,0.650146910415206,0.8678973634109202
ADAM23,0.039313039106452376,-0.08318770457665187,2.7226036625531727,-0.030554467299379537,0.9756248550101817,
ADAM28,0.5923021280263845,0.888790828694745,0.37288175127713874,2.3835728770597964,0.01714548927959652,0.08878961230473116
ADAM29,0.0,,,,,
ADAM30,0.0,,,,,
ADAM32,0.00827712849983439,-0.1282414398306852,2.957283352802772,-0.04336461019507788,0.9654108881228507,
ADAM33,4.09185857071145,0.00946456497392236,0.1360394086596408,0.06957222960004117,0.9445341409345182,0.980764245746161
ADAM7,0.0,,,,,
ADAM8,0.6041470094567305,-0.0377548028517265,0.34979467715172236,-0.10793418344485119,0.914047901038883,0.9698401037844758
ADAM9,3.7790913814333256,-0.6455873314366113,0.1424805420585932,-4.5310561155159155,5.8689545078431725e-06,0.0001059878039577477
ADAMDEC1,0.016974778176170106,0.025695270222528082,2.9564183626379736,0.008691351179269677,0.9930653923878854,
ADAMTS1,4.9178030332107765,0.1121068297909316,0.12409031235733545,0.9034293464271753,0.3662980707111281,0.6736159435958881
ADAMTS10,3.2911158930318685,0.5221975715684091,0.1551820130886409,3.3650650689144403,0.0007652560980162175,0.0072607584927434346
ADAMTS12,0.0,,,,,
ADAMTS13,0.654382203883442,0.10218101782490852,0.33606033224229165,0.3040555758042826,0.7610855508237926,0.9143561406437672
ADAMTS14,0.007851128520037949,-0.02405253472453509,2.957504252289179,-0.008132713488380567,0.9935111050006318,
ADAMTS15,2.791680369952916,2.1739286626982715,0.21990987478036883,9.885543634043016,4.8096408413693396e-23,2.022153371243222e-20
ADAMTS16,0.015511088870971551,0.02569527022252743,2.9564183626379736,0.008691351179269457,0.9930653923878856,
